SERIAL NUMBER,VIOLATION STATUS,VIOLATION CODE,VIOLATION DESCRIPTION,POINTS
DA6109137,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109137,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109137,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,2.00
DA6109137,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109137,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6109137,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109137,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109147,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109147,OUT OF COMPLIANCE,F109,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,4.00
DA6109147,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109165,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109165,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109165,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109165,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6109176,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109176,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109176,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109185,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6109185,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109185,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109185,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6109185,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109185,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6109198,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6109198,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6109198,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109198,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109198,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109198,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109198,OUT OF COMPLIANCE,F106,HANDS CLEAN AND PROPERLY WASHED; PROPER GLOVE USE,2.00
DA6109198,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109203,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109203,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109203,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109203,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6109203,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6109256,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6109256,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109256,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109256,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109256,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109361,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109361,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109361,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109361,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6109361,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109361,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109361,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109415,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109415,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109415,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6109451,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109451,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109471,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109471,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109471,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6109471,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109471,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109474,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109477,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6109477,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109477,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109573,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109573,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109573,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6109573,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109599,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6109599,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109599,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109599,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6109599,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6109599,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6109599,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109599,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6109599,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109599,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6109599,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109599,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6109599,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109599,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109599,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6109599,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6109616,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109652,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109652,OUT OF COMPLIANCE,F150,NOTIFICATION OF INTENT TO SUSPEND,0.00
DA6109652,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109652,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,4.00
DA6109652,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6109652,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109660,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6109660,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109660,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6109660,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109660,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109660,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109713,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109713,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109713,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6109789,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109789,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109804,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109851,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109851,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109851,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6109851,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109851,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6109851,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6109851,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6109901,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6109901,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109901,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6109901,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109901,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109901,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109964,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109964,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109964,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109964,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6109964,OUT OF COMPLIANCE,F149,PLAN REVIEW,1.00
DA6109964,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109964,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109964,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6109988,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109988,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6109988,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109988,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6109988,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6109988,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6109988,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109988,OUT OF COMPLIANCE,F114,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",4.00
DA6109988,OUT OF COMPLIANCE,F117,"COMPLIANCE WITH SHELLSTOCK TAGS, CONDITION, DISPLAY",4.00
DA6109988,OUT OF COMPLIANCE,F120,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,2.00
DA6109988,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109988,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109988,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109988,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6110015,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6110015,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6110015,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6110387,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6110387,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6110387,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6110387,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6110392,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6110392,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6110453,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6110453,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6110453,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6110599,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6110599,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6110599,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6110599,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6110599,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6110997,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,2.00
DA6110997,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6110997,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6110997,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6110997,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6110997,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111058,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6111058,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111058,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111058,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111058,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6111058,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111058,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6111136,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6111136,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6111136,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6111136,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111136,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6111136,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111136,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111136,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6111235,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6111235,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6111235,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111235,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6111235,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6111345,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6111345,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111379,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111379,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111379,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6111379,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111392,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111392,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111392,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6111461,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111461,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6111461,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111461,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6111484,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6111484,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6111484,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6111484,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6111484,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6111484,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111484,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6111484,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6111484,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6111484,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111484,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6111484,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111484,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6111484,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6111507,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6111507,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111507,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6111577,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6111577,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111577,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111577,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6111623,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6111623,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111623,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111623,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6111623,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111648,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6111648,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6111648,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6111648,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6111648,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6111648,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6111671,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6111671,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6111671,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6111671,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6111671,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
